question_index,full_prompt,prefill_tokens,generated_output,generated_tokens,gold_answer,predicted_answer,correct,f1,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
622,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Antarctica is colder than the Arctic for three reasons. First, much of the continent is more than 3,000 m (9,800 ft) above sea level, and temperature decreases with elevation in the troposphere. Second, the Arctic Ocean covers the north polar zone: the ocean's relative warmth is transferred through the icepack and prevents temperatures in the Arctic regions from reaching the extremes typical of the land surface of Antarctica. Third, the Earth is at aphelion in July (i.e., the Earth is farthest from the Sun in the Antarctic winter), and the Earth is at perihelion in January (i.e., the Earth is closest to the Sun in the Antarctic summer). The orbital distance contributes to a colder Antarctic winter (and a warmer Antarctic summer) but the first two effects have more impact.
Question: What does temperature do with elevation?
Answer:",208, Temperature decreases with elevation.,5,decreases,Temperature decreases with elevation.,0,0.4,2.073174692378232,0.025281382999992275,0.06673765020000247,0.3589696340000046,26.0
623,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Mary is also depicted as being present among the women at the crucifixion during the crucifixion standing near ""the disciple whom Jesus loved"" along with Mary of Clopas and Mary Magdalene,[Jn 19:25-26] to which list Matthew 27:56 adds ""the mother of the sons of Zebedee"", presumably the Salome mentioned in Mark 15:40. This representation is called a Stabat Mater. While not recorded in the Gospel accounts, Mary cradling the dead body of her son is a common motif in art, called a ""pietà"" or ""pity"".
Question: What does pieta mean?
Answer:",170, Mary holding the body of Jesus,6,pity,Mary holding the body of Jesus,0,0.0,2.3441849934285135,0.024465223000106562,0.06675204566666555,0.4249774970000999,21.25
624,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the 19th century, a house near Ephesus in Turkey was found, based on the visions of Anne Catherine Emmerich, an Augustinian nun in Germany. It has since been visited as the House of the Virgin Mary by Roman Catholic pilgrims who consider it the place where Mary lived until her assumption. The Gospel of John states that Mary went to live with the Disciple whom Jesus loved,[Jn 19:27] identified as John the Evangelist.[citation needed] Irenaeus and Eusebius of Caesarea wrote in their histories that John later went to Ephesus, which may provide the basis for the early belief that Mary also lived in Ephesus with John.
Question: In which century was the House of the Virgin Mary found?
Answer:",192, 19th century,4,19th,19th century,0,0.6666666666666666,2.171350399683147,0.02515257400000337,0.06720549950000532,0.29397457200002464,24.0
625,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: From the early stages of Christianity, belief in the virginity of Mary and the virgin conception of Jesus, as stated in the gospels, holy and supernatural, was used by detractors, both political and religious, as a topic for discussions, debates and writings, specifically aimed to challenge the divinity of Jesus and thus Christians and Christianity alike. In the 2nd century, as part of the earliest anti-Christian polemics, Celsus suggested that Jesus was the illegitimate son of a Roman soldier named Panthera. The views of Celsus drew responses from Origen, the Church Father in Alexandria, Egypt, who considered it a fabricated story. How far Celsus sourced his view from Jewish sources remains a subject of discussion.
Question: In which century did Celsus suggest that Jesus' father was a Roman soldier?
Answer:",203, 2nd century,4,2nd,2nd century,0,0.6666666666666666,1.6329399216754734,0.02537753300020995,0.0670932095000012,0.2937503710002147,25.375
626,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the Catholic Church, Mary is accorded the title ""Blessed"", (from Latin beatus, blessed, via Greek μακάριος, makarios and Latin facere, make) in recognition of her assumption to Heaven and her capacity to intercede on behalf of those who pray to her. Catholic teachings make clear that Mary is not considered divine and prayers to her are not answered by her, they are answered by God. The four Catholic dogmas regarding Mary are: Mother of God, Perpetual virginity of Mary, Immaculate Conception (of Mary) and Assumption of Mary.
Question: How many Catholic dogmas are there regarding Mary?
Answer:",169, Four,1,four,Four,1,1.0,6.639810694240616,0.024572863999992478,0.06755861199985702,0.0921314759998495,21.125
627,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The statement that Joseph ""knew her not till she brought forth her first born son"" (Matthew 1:25 DouayRheims) has been debated among scholars, with some saying that she did not remain a virgin and some saying that she was a perpetual virgin. Other scholars contend that the Greek word heos (i.e., until) denotes a state up to a point, but does not mean that the state ended after that point, and that Matthew 1:25 does not confirm or deny the virginity of Mary after the birth of Jesus. According to Biblical scholar Bart Ehrman the Hebrew word almah, meaning young woman of childbearing age, was translated into Greek as parthenos, which only means virgin, in Isaiah 7:14, which is commonly believed by Christians to be the prophecy of the Virgin Mary referred to in Matthew 1:23. While Matthew and Luke give differing versions of the virgin birth, John quotes the uninitiated Philip and the disbelieving Jews gathered at Galilee referring to Joseph as Jesus's father.
Question: Who do Christians believe is prophesized in Isaiah 7:14?
Answer:",268, The Virgin Mary,3,Virgin Mary,The Virgin Mary,1,1.0,1.7849045934195782,0.03277225100009673,0.06703177533336202,0.2338675770001828,33.5
628,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The main passenger airport serving the metropolis and the state is Melbourne Airport (also called Tullamarine Airport), which is the second busiest in Australia, and the Port of Melbourne is Australia's busiest seaport for containerised and general cargo. Melbourne has an extensive transport network. The main metropolitan train terminus is Flinders Street Station, and the main regional train and coach terminus is Southern Cross Station. Melbourne is also home to Australia's most extensive freeway network and has the world's largest urban tram network.
Question: What is the name of the main metropolitan train terminus called in Melbourne?
Answer:",155, Fl,1,Flinders Street Station,Fl,0,0.0,1.4157223822651257,0.024308204000135447,0.06678895199979706,0.09109715599993251,19.375
629,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Between 1836 and 1842 Victorian Aboriginal groups were largely dispossessed[by whom?] of their land. By January 1844, there were said to be 675 Aborigines resident in squalid camps in Melbourne. The British Colonial Office appointed five Aboriginal Protectors for the Aborigines of Victoria, in 1839, however their work was nullified by a land policy that favoured squatters to take possession of Aboriginal lands. By 1845, fewer than 240 wealthy Europeans held all the pastoral licences then issued in Victoria and became a powerful political and economic force in Victoria for generations to come.
Question: Who appointed five Aboriginal Protectors for the Aborigines of Victoria in 1839?
Answer:",181, The British government,3,The British Colonial Office,The British government,0,0.4,2.104067433477722,0.02457884299997204,0.06712556200000108,0.22595552899997529,22.625
630,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: With the gold rush largely over by 1860, Melbourne continued to grow on the back of continuing gold mining, as the major port for exporting the agricultural products of Victoria, especially wool, and a developing manufacturing sector protected by high tariffs. An extensive radial railway network centred on Melbourne and spreading out across the suburbs and into the countryside was established from the late 1850s. Further major public buildings were begun in the 1860s and 1870s such as the Supreme Court, Government House, and the Queen Victoria Market. The central city filled up with shops and offices, workshops, and warehouses. Large banks and hotels faced the main streets, with fine townhouses in the east end of Collins Street, contrasting with tiny cottages down laneways within the blocks. The Aboriginal population continued to decline with an estimated 80% total decrease by 1863, due primarily to introduced diseases, particularly smallpox, frontier violence and dispossession from their lands.
Question: How did Melbourne grow as major port for exporting the agricultural products?
Answer:",245," As a major port for exporting the agricultural products, Melbourne grew by the smallpox, frontier violence and dispossession from their lands.",27,gold mining,"As a major port for exporting the agricultural products, Melbourne grew by the smallpox, frontier violence and dispossession from their lands.",0,0.0,1.6878626617290289,0.025901413000156026,0.06703964737036788,1.8359718920000887,30.625
631,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: A brash boosterism that had typified Melbourne during this time ended in the early 1890s with a severe depression of the city's economy, sending the local finance and property industries into a period of chaos during which 16 small ""land banks"" and building societies collapsed, and 133 limited companies went into liquidation. The Melbourne financial crisis was a contributing factor in the Australian economic depression of the 1890s and the Australian banking crisis of 1893. The effects of the depression on the city were profound, with virtually no new construction until the late 1890s.
Question: When did new construction start in Melbourne?
Answer:",164, The late 1890s,6,late 1890s,The late 1890s,1,1.0,1.392475122115144,0.024622163999993063,0.06698680050002774,0.4265429670001595,20.5
632,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Melbourne is typical of Australian capital cities in that after the turn of the 20th century, it expanded with the underlying notion of a 'quarter acre home and garden' for every family, often referred to locally as the Australian Dream. This, coupled with the popularity of the private automobile after 1945, led to the auto-centric urban structure now present today in the middle and outer suburbs. Much of metropolitan Melbourne is accordingly characterised by low density sprawl, whilst its inner city areas feature predominantly medium-density, transit-oriented urban forms. The city centre, Docklands, St. Kilda Road and Southbank areas feature high-density forms.
Question: What is locally referred to as the Australian Dream?
Answer:",175, a short phrase copied directly from the passage,8,quarter acre home and garden,a short phrase copied directly from the passage,0,0.0,1.242574844461576,0.024614504000055604,0.0671628908749824,0.5619176309999148,21.875
633,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Melbourne has a temperate oceanic climate (Köppen climate classification Cfb) and is well known for its changeable weather conditions. This is mainly due to Melbourne's location situated on the boundary of the very hot inland areas and the cool southern ocean. This temperature differential is most pronounced in the spring and summer months and can cause very strong cold fronts to form. These cold fronts can be responsible for all sorts of severe weather from gales to severe thunderstorms and hail, large temperature drops, and heavy rain.
Question: What is Melbourne's Koppen climate classification?
Answer:",150, Cfb,2,Cfb,Cfb,1,1.0,1.8531708442803736,0.024064984000006007,0.0671588420000262,0.1583826680000584,18.75
634,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The city is home to many professional franchises/teams in national competitions including: cricket clubs Melbourne Stars, Melbourne Renegades and Victorian Bushrangers, which play in the Big Bash League and other domestic cricket competitions; soccer clubs Melbourne Victory and Melbourne City FC (known until June 2014 as Melbourne Heart), which play in the A-League competition, both teams play their home games at AAMI Park, with the Victory also playing home games at Etihad Stadium. Rugby league club Melbourne Storm which plays in the NRL competition; rugby union clubs Melbourne Rebels and Melbourne Rising, which play in the Super Rugby and National Rugby Championship competitions respectively; netball club Melbourne Vixens, which plays in the trans-Tasman trophy ANZ Championship; basketball club Melbourne United, which plays in the NBL competition; Bulleen Boomers and Dandenong Rangers, which play in the WNBL; ice hockey teams Melbourne Ice and Melbourne Mustangs, who play in the Australian Ice Hockey League; and baseball club Melbourne Aces, which plays in the Australian Baseball League. Rowing is also a large part of Melbourne's sporting identity, with a number of clubs located on the Yarra River, out of which many Australian Olympians trained. The city previously held the nation's premier long distance swimming event the annual Race to Prince's Bridge, in the Yarra River.
Question: In which river was the annual Race to Prince's Bridge held?
Answer:",321, Yarra River,3,Yarra,Yarra River,0,0.6666666666666666,1.369642272913297,0.034346900999935315,0.06724217533337651,0.23607342700006484,40.125
635,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Like many Australian cities, Melbourne has a high dependency on the automobile for transport, particularly in the outer suburban areas where the largest number of cars are bought, with a total of 3.6 million private vehicles using 22,320 km (13,870 mi) of road, and one of the highest lengths of road per capita in the world. The early 20th century saw an increase in popularity of automobiles, resulting in large-scale suburban expansion. By the mid 1950s there was just under 200 passenger vehicles per 1000 people by 2013 there was 600 passenger vehicles per 1000 people. Today it has an extensive network of freeways and arterial roadways used by private vehicles including freight as well as public transport systems including bus and taxis. Major highways feeding into the city include the Eastern Freeway, Monash Freeway and West Gate Freeway (which spans the large West Gate Bridge), whilst other freeways circumnavigate the city or lead to other major cities, including CityLink (which spans the large Bolte Bridge), Eastlink, the Western Ring Road, Calder Freeway, Tullamarine Freeway (main airport link) and the Hume Freeway which links Melbourne and Sydney.
Question: How many private vehicles travel Melbourne's 13,870 miles of road?
Answer:",301, 3.6 million,5,3.6 million,3.6 million,1,1.0,1.1824457600804594,0.03260769100006655,0.06701656820000608,0.36769053200009694,37.625
636,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Melbourne has the largest Greek-speaking population outside of Europe, a population comparable to some larger Greek cities like Larissa and Volos. Thessaloniki is Melbourne's Greek sister city. The Vietnamese surname Nguyen is the second most common in Melbourne's phone book after Smith. The city also features substantial Indian, Sri Lankan, and Malaysian-born communities, in addition to recent South African and Sudanese influxes. The cultural diversity is reflected in the city's restaurants that serve international cuisines.
Question: Which city in Greece is Melbourne's sister city?
Answer:",144, Thessaloniki,4,Thessaloniki,Thessaloniki,1,1.0,1.0899785350421023,0.023928612999952747,0.0670423372500295,0.29209796200007077,18.0
637,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: John had already begun to improve his Channel forces before the loss of Normandy and he rapidly built up further maritime capabilities after its collapse. Most of these ships were placed along the Cinque Ports, but Portsmouth was also enlarged. By the end of 1204 he had around 50 large galleys available; another 54 vessels were built between 1209 and 1212. William of Wrotham was appointed ""keeper of the galleys"", effectively John's chief admiral. Wrotham was responsible for fusing John's galleys, the ships of the Cinque Ports and pressed merchant vessels into a single operational fleet. John adopted recent improvements in ship design, including new large transport ships called buisses and removable forecastles for use in combat.
Question: How many galleys were available by the end of 1204?
Answer:",209, 50,2,50,50,1,1.0,3.8184520611737995,0.025476753000020835,0.06673771199996281,0.15895217699994646,26.125
638,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: By the Victorian period in the 19th century historians were more inclined to draw on the judgements of the chroniclers and to focus on John's moral personality. Kate Norgate, for example, argued that John's downfall had been due not to his failure in war or strategy, but due to his ""almost superhuman wickedness"", whilst James Ramsay blamed John's family background and his cruel personality for his downfall. Historians in the ""Whiggish"" tradition, focusing on documents such as the Domesday Book and Magna Carta, trace a progressive and universalist course of political and economic development in England over the medieval period. These historians were often inclined to see John's reign, and his signing of Magna Carta in particular, as a positive step in the constitutional development of England, despite the flaws of the king himself. Winston Churchill, for example, argued that ""[w]hen the long tally is added, it will be seen that the British nation and the English-speaking world owe far more to the vices of John than to the labours of virtuous sovereigns"".
Question: What documents trace a progressive and universalist course of political and economic development in England?
Answer:",277, the Domesday Book,5,Domesday Book and Magna Carta,the Domesday Book,0,0.5714285714285715,1.4211202476340004,0.03310720100012077,0.06713993220000702,0.3688068620001559,34.625
639,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: John met the rebel leaders at Runnymede, near Windsor Castle, on 15 June 1215. Langton's efforts at mediation created a charter capturing the proposed peace agreement; it was later renamed Magna Carta, or ""Great Charter"". The charter went beyond simply addressing specific baronial complaints, and formed a wider proposal for political reform, albeit one focusing on the rights of free men, not serfs and unfree labour. It promised the protection of church rights, protection from illegal imprisonment, access to swift justice, new taxation only with baronial consent and limitations on scutage and other feudal payments. A council of twenty-five barons would be created to monitor and ensure John's future adherence to the charter, whilst the rebel army would stand down and London would be surrendered to the king.
Question: The peace agreement was renamed what?
Answer:",208, Magna Carta,4,Magna Carta,Magna Carta,1,1.0,1.1330054768577527,0.02527826300001834,0.06693419974999415,0.29301506199999494,26.0
640,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Prince Louis intended to land in the south of England in May 1216, and John assembled a naval force to intercept him. Unfortunately for John, his fleet was dispersed by bad storms and Louis landed unopposed in Kent. John hesitated and decided not to attack Louis immediately, either due to the risks of open battle or over concerns about the loyalty of his own men. Louis and the rebel barons advanced west and John retreated, spending the summer reorganising his defences across the rest of the kingdom. John saw several of his military household desert to the rebels, including his half-brother, William Longespée. By the end of the summer the rebels had regained the south-east of England and parts of the north.
Question: When did Prince Louis int to land in the south of England?
Answer:",198, May 2020,4,May 1216,May 2020,0,0.5,4.10283779927869,0.025290723999887632,0.06723801950005281,0.2942428020000989,24.75
641,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: With the new Motorola 68030 processor came the Macintosh IIx in 1988, which had benefited from internal improvements, including an on-board MMU. It was followed in 1989 by the Macintosh IIcx, a more compact version with fewer slots  and a version of the Mac SE powered by the 16 MHz 68030, the Macintosh SE/30. Later that year, the Macintosh IIci, running at 25 MHz, was the first Mac to be ""32-bit clean."" This allowed it to natively support more than 8 MB of RAM, unlike its predecessors, which had ""32-bit dirty"" ROMs (8 of the 32 bits available for addressing were used for OS-level flags). System 7 was the first Macintosh operating system to support 32-bit addressing. The following year, the Macintosh IIfx, starting at US$9,900, was unveiled. Apart from its fast 40 MHz 68030 processor, it had significant internal architectural improvements, including faster memory and two Apple II CPUs (6502s) dedicated to I/O processing.
Question: How fast was the processor on the new Macintosh llfx?
Answer:",277, 40 MHz,3,40 MHz,40 MHz,1,1.0,2.6298542918571806,0.033118050999974,0.06730237533338368,0.23502517700012504,34.625
642,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The current Mac product family uses Intel x86-64 processors. Apple introduced an emulator during the transition from PowerPC chips (called Rosetta), much as it did during the transition from Motorola 68000 architecture a decade earlier. The Macintosh is the only mainstream computer platform to have successfully transitioned to a new CPU architecture, and has done so twice. All current Mac models ship with at least 8 GB of RAM as standard other than the 1.4 GHz Mac Mini, MacBook Pro (without Retina Display), and MacBook Air. Current Mac computers use ATI Radeon or nVidia GeForce graphics cards as well as Intel graphics built into the main CPU. All current Macs (except for the MacBook Pro without Retina Display) do not ship with an optical media drive that includes a dual-function DVD/CD burner. Apple refers to this as a SuperDrive. Current Macs include two standard data transfer ports: USB and Thunderbolt (except for the MacBook (2015 version), which only has a USB-C port and headphone port). MacBook Pro, iMac, MacBook Air, and Mac Mini computers now also feature the ""Thunderbolt"" port, which Apple says can transfer data at speeds up to 10 gigabits per second. USB was introduced in the 1998 iMac G3 and is ubiquitous today, while FireWire is mainly reserved for high-performance devices such as hard drives or video cameras. Starting with the then-new iMac G5, released in October 2005, Apple started to include built-in iSight cameras on appropriate models, and a media center interface called Front Row that can be operated by an Apple Remote or keyboard for accessing media stored on the computer. Front Row has been discontinued as of 2011, however, and the Apple Remote is no longer bundled with new Macs.
Question: What is the standard amount of RAM shipped with most Mac models?
Answer:",419, 8 GB,3,8 GB,8 GB,1,1.0,2.456808125993338,0.03641468000000714,0.06696255566665361,0.237302346999968,52.375
643,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Compaq, who had previously held the third place spot among PC manufacturers during the 1980s and early-mid 1990s, initiated a successful price war in 1994 that vaulted them to the biggest by the year end, overtaking a struggling IBM and relegating Apple to third place. Apple's market share further struggled due to the release of the Windows 95 operating system, which unified Microsoft's formerly separate MS-DOS and Windows products. Windows 95 significantly enhanced the multimedia capability and performance of IBM PC compatible computers, and brought the capabilities of Windows to parity with the Mac OS GUI.
Question: What unified Microsoft's MS-DOS and Windows products?
Answer:",172, Windows,1,Windows 95,Windows,0,0.6666666666666666,2.8385970311202415,0.024562774000060017,0.06756195200000548,0.0921247260000655,21.5
644,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In recent years, Apple has seen a significant boost in sales of Macs. This has been attributed, in part, to the success of the iPod and the iPhone, a halo effect whereby satisfied iPod or iPhone owners purchase more Apple products, and Apple has since capitalized on that with the iCloud cloud service that allows users to seamlessly sync data between these devices and Macs. Nonetheless, like other personal computer manufacturers, the Macintosh lines have been hurt by consumer trend towards smartphones and tablet computers (particularly Apple's own iPhone and iPad, respectively) as the computing devices of choice among consumers.
Question: What are the top two computing devices consumers are choosing?
Answer:",164, smartphones and tablets,3,iPhone and iPad,smartphones and tablets,0,0.3333333333333333,1.7681996650829763,0.024523803000192856,0.06709652899993064,0.2258133899999848,20.5
645,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1985, the combination of the Mac, Apple's LaserWriter printer, and Mac-specific software like Boston Software's MacPublisher and Aldus PageMaker enabled users to design, preview, and print page layouts complete with text and graphics—an activity to become known as desktop publishing. Initially, desktop publishing was unique to the Macintosh, but eventually became available for other platforms. Later, applications such as Macromedia FreeHand, QuarkXPress, and Adobe's Photoshop and Illustrator strengthened the Mac's position as a graphics computer and helped to expand the emerging desktop publishing market.
Question: What three things were combined to develop desktop publishing?
Answer:",163," Mac's position, graphics computer, and emerging desktop publishing",11,"Mac, Apple's LaserWriter printer, and Mac-specific software like Boston Software's MacPublisher","Mac's position, graphics computer, and emerging desktop publishing",0,0.10526315789473685,1.739318594022436,0.024664604000008694,0.06712280390909407,0.7630154470000434,20.375
646,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: From 2001 to 2008, Mac sales increased continuously on an annual basis. Apple reported worldwide sales of 3.36 million Macs during the 2009 holiday season. As of Mid-2011, the Macintosh continues to enjoy rapid market share increase in the US, growing from 7.3% of all computer shipments in 2010 to 9.3% in 2011. According to IDC's quarterly PC tracker, globally, in 3rd quarter of 2014, Apple's PC market share increased 5.7 percent year over year, with record sales of 5.5 million units. Apple now sits in the number five spot, with a global market share of about 6% during 2014, behind Lenovo, HP, Dell and Acer.
Question: Who outperformed Apple in the 2014 PC global market share?
Answer:",215, Lenovo,1,"Lenovo, HP, Dell and Acer",Lenovo,0,0.33333333333333337,4.0500692247495,0.025698593000015535,0.06779009199999564,0.09348868500001117,26.875
647,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Starting in 2002, Apple moved to eliminate CRT displays from its product line as part of aesthetic design and space-saving measures with the iMac G4. However, the new iMac with its flexible LCD flat-panel monitor was considerably more expensive on its debut than the preceding iMac G3, largely due to the higher cost of the LCD technology at the time. In order to keep the Macintosh affordable for the education market and due to obsolescence of the iMac G3, Apple created the eMac in April 2002 as the intended successor; however the eMac's CRT made it relatively bulky and somewhat outdated, while its all-in-one construction meant it could not be expanded to meet consumer demand for larger monitors. The iMac G4's relatively high prices were approaching that of laptops which were portable and had higher resolution LCD screens. Meanwhile, Windows PC manufacturers could offer desktop configurations with LCD flat panel monitors at prices comparable to the eMac and at much lower cost than the iMac G4. The flop of the Power Mac G4 Cube, along with the more expensive iMac G4 and heavy eMac, meant that Macintosh desktop sales never reached the market share attained by the previous iMac G3. For the next half-decade while Macintosh sales held steady, it would instead be the iPod portable music player and iTunes music download service that would drive Apple's sales growth.
Question: What was the main problem with the eMac's CRT?
Answer:",332, The eMac's CRT was a problem because it was not as portable as the iPod.,18,relatively bulky and somewhat outdated,The eMac's CRT was a problem because it was not as portable as the iPod.,0,0.0,2.409820437541414,0.03417265099983524,0.06709560711111509,1.2418935789999068,41.5
648,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The sales breakdown of the Macintosh have seen sales of desktop Macs stayed mostly constant while being surpassed by that of Mac notebooks whose sales rate has grown considerably; seven out of ten Macs sold were laptops in 2009, a ratio projected to rise to three out of four by 2010. The change in sales of form factors is due to the desktop iMac moving from affordable (iMac G3) to upscale (iMac G4) and subsequent releases are considered premium all-in-ones. By contrast the MSRP of the MacBook laptop lines have dropped through successive generations such that the MacBook Air and MacBook Pro constitute the lowest price of entry to a Mac, with the exception of the even more inexpensive Mac Mini (the only sub-$1000 offering from Apple, albeit without a monitor and keyboard), not surprisingly the MacBooks are the top-selling form factors of the Macintosh platform today. The use of Intel microprocessors has helped Macs more directly compete with their Windows counterparts on price and performance, and by the 2010s Apple was receiving Intel's latest CPUs first before other PC manufacturers.
Question: What are the top-selling form factors of the Mac platform today?
Answer:",273, The MacBooks.,4,MacBooks,The MacBooks.,1,1.0,3.068395724368773,0.03302390099997865,0.06704664475000754,0.30121048000000883,34.125
649,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1998, after the return of Steve Jobs, Apple consolidated its multiple consumer-level desktop models into the all-in-one iMac G3, which became a commercial success and revitalized the brand. Since their transition to Intel processors in 2006, the complete lineup is entirely based on said processors and associated systems. Its current lineup comprises three desktops (the all-in-one iMac, entry-level Mac mini, and the Mac Pro tower graphics workstation), and four laptops (the MacBook, MacBook Air, MacBook Pro, and MacBook Pro with Retina display). Its Xserve server was discontinued in 2011 in favor of the Mac Mini and Mac Pro.
Question: What took the place of Mac's Xserve server?
Answer:",181, Mac Mini and Mac Pro,5,Mac Mini and Mac Pro,Mac Mini and Mac Pro,1,1.0,1.2871785649276148,0.024685563999810256,0.06686144620002779,0.3589927949999492,22.625
650,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: AA gunnery was a difficult business. The problem was of successfully aiming a shell to burst close to its target's future position, with various factors affecting the shells' predicted trajectory. This was called deflection gun-laying, 'off-set' angles for range and elevation were set on the gunsight and updated as their target moved. In this method when the sights were on the target, the barrel was pointed at the target's future position. Range and height of the target determined fuse length. The difficulties increased as aircraft performance improved.
Question: What two things figured the fuse length?
Answer:",152, range and height of the target,6,Range and height of the target,range and height of the target,1,1.0,1.5946702438235705,0.02409842299994125,0.06691415883335594,0.4255833760000769,19.0
651,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: A plethora of anti-aircraft gun systems of smaller calibre were available to the German Wehrmacht combined forces, and among them the 1940-origin Flakvierling quadruple-20 mm-gun antiaircraft weapon system was one of the most often-seen weapons, seeing service on both land and sea. The similar Allied smaller-calibre air-defence weapons systems of the American forces were also quite capable, although they receive little attention. Their needs could cogently be met with smaller-calibre ordnance beyond using the usual singly-mounted M2 .50 caliber machine gun atop a tank's turret, as four of the ground-used ""heavy barrel"" (M2HB) guns were mounted together on the American Maxson firm's M45 Quadmount weapons system (as a direct answer to the Flakvierling),which were often mounted on the back of a half-track to form the Half Track, M16 GMC, Anti-Aircraft. Although of less power than Germany's 20 mm systems, the typical 4 or 5 combat batteries of an Army AAA battalion were often spread many kilometers apart from each other, rapidly attaching and detaching to larger ground combat units to provide welcome defence from enemy aircraft.
Question: The combat batteries of an Army AAA battalion were often spread how far apart from each other?
Answer:",301, many kilometers,2,many kilometers,many kilometers,1,1.0,2.706952606010995,0.03249165100010032,0.06730826199998319,0.1671081750000667,37.625
652,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: By the early 20th century balloon, or airship, guns, for land and naval use were attracting attention. Various types of ammunition were proposed, high explosive, incendiary, bullet-chains, rod bullets and shrapnel. The need for some form of tracer or smoke trail was articulated. Fuzing options were also examined, both impact and time types. Mountings were generally pedestal type, but could be on field platforms. Trials were underway in most countries in Europe but only Krupp, Erhardt, Vickers Maxim, and Schneider had published any information by 1910. Krupp's designs included adaptations of their 65 mm 9-pounder, a 75 mm 12-pounder, and even a 105 mm gun. Erhardt also had a 12-pounder, while Vickers Maxim offered a 3-pounder and Schneider a 47 mm. The French balloon gun appeared in 1910, it was an 11-pounder but mounted on a vehicle, with a total uncrewed weight of 2 tons. However, since balloons were slow moving, sights were simple. But the challenges of faster moving airplanes were recognised.
Question: In addition to ammo proposals, what other need was articulated?
Answer:",286, The challenges of faster moving airplanes were recognised.,9,The need for some form of tracer or smoke trail,The challenges of faster moving airplanes were recognised.,0,0.125,1.383748872181443,0.033162220999884084,0.06688297555557357,0.6351090010000462,35.75
