item_index,prompt,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
138,"Education and Communications: How to write a christmas newsletter. Tailor your news to your recipient. Think about who you're sending your newsletter to. What sort of information would you like to include for that recipient? Possibilities might include marriage, moving in with your partner, vacations, new pets, children's news, graduations, new job and any significant changes in your life.
A. Try to make people into people you really like by giving out the information for their interest.. Consider who you'll be handing out the newsletter to.
B.  Change everything from a simple email to a newsletter. Change your subject line to add a bit of interest.
C. There's no need to go into great detail. Just mention milestones and happy events that have occurred within the past year.
D.  Do not remove all of your information from your newsletter. This will make it more likely that your target audience will contact you.",2,2,1,1,7.164687672346169,0.14131953800006158,0.13991064758852814,56.66944783500003,2.6330795288085938
139,"Home and Garden: How to survive with one credit card. Use cash for basic purchases. Instead of charging gas and other daily expenses on credit cards, pay with cash. That doesn't mean you have to carry large sums of cash around; you could use a debit card.
A. However, withdrawing cash and spending only that amount can help with budgeting and avoiding over-spending.. Start saving money with a goal in mind.
B.  Avoid making purchases that cannot be redeemed. In some cases, you may hold down a spending limit.
C. However, you do not want to continuously charge your credit card when you need to pay for groceries (which may happen at any given moment). Instead, try in other ways to avoid spending money : Keep cell phones and wi-fi plugged in, somewhere out of the reach of children and pets.
D. Don't think that, through the cash registers, the cashier is able to direct your cash. You need cash to purchase items, rather than carrying everything around with you.",0,0,1,1,14.48795981169341,0.13881674299955193,0.1397426292569943,50.58312824600216,2.7797622680664062
140,"Sports and Fitness: How to tone up your legs. Do squats. Squats are a fundamental leg exercise that can be done at home, and is an important exercise to learn before using leg machines at the gym. Once you've mastered the movements, you can add weights to make it more difficult.
A.  To get into a squat, stand with your feet a hip-width apart. Bend your knees at 90 ° on the inside and center of your body.
B.  Stand with your feet a little wider than shoulder-width apart. Your hips, knees, and ankles should all be in alignment.
C. Squats also target the joints, making it easier to move around while also helping to improve endurance and muscle development. Sit on a chair or on a small step stool.
D.  Lie on your back on the floor with your arms at your sides with your palms facing you. Bend your knees and if you're using leg machines at a gym, stand on both legs.",1,1,1,1,4.895470674652404,0.13911156550011583,0.1402029019757786,52.57172289501432,2.4754714965820312
141,"Food and Entertaining: How to heat fully cooked ham. Slice the ham into pieces. The size of the slices are up to you, but they should be sliced thin enough that they're ready to serve. You can slice up the entire ham, or you can do a bit at a time if you're not serving many people at once.
A.  The cuts should be roughly 1/2 "" thick. You should thinly the slices, so the ham is only 1/8 "" thick.
B.  If you have most of the ham, you may be able to just trim off the ends. If not, however, it's perfectly acceptable to trim the ends off to prevent the ham from becoming soggy.
C.  Place the ham slices in a shallow baking dish and cover with foil. The foil will help to keep any moisture released from the ham slices inside the dish, which helps prevent the ham from drying out.
D. If you're serving only 1 or 2 people, peel them if you're serving you more than one person. Cut each ham piece in half vertically.",2,2,1,1,6.342328876117164,0.1396850705000361,0.13992153630264098,59.74555013801728,2.8068695068359375
142,"Finance and Business: How to get a liquor server license. Find your local alcohol beverage control (abc) board. Before your servers can get a permit to serve liquor, the business owner needs to get a license to serve liquor at the bar or restaurant. These licenses are granted by state and local governments.
A. It's not possible to get a license from the state liquor license board. You can see if your state has an abc board board by visiting https: // www.abc-ca.
B. Locate the jurisdiction that the business owner is registered in. In order to be licensed, a business must file a complaint within 24 hours of being certified to serve liquor.
C. Get a signed and certified beverage control (abc) card from your local liquor store. You can then use this card to get a license for the server.
D. You should find your state or local abc board. Type "" your state "" and "" abc board "" or "" alcohol license "" into a search engine.",3,2,0,1,11.96060626571056,0.14120097049999458,0.1394359327978359,52.29553494999709,2.4450454711914062
143,"Youth: How to cover up a boston brace for girls. Buy flowing shirts. Tight clothing will make the brace more noticeable. To cover the brace, buy larger shirts and dresses that will show fewer of the details of the brace through the fabric.
A. Flowy and flowing clothing will also help to further hide the brace. Happy birthday? Try a wide-neck cashmere shirt and some higher-fitting maxi shirts.
B. Choose tops that simply show a little bit of coverage if you plan to use the brace for any future sports. You can also find tailored shirts in solid materials, like cotton and lycra, to form a style reminiscent of boston.
C.  Baby doll t-shirts are perfect, as they're very loose and cover up the brace. Tunic tops paired with leggings are a good choice because the top will flow over the brace instead of clinging to it.
D. Avoid wearing well-fitting tee shirts in bright colors or not wearing thick bottoms when attending a skating match or performance. If you dress normally for the match or performance, you may be able to skate without wearing much added embellishment.",2,2,1,1,10.832200444139378,0.1382338055004766,0.1388021892330656,51.77094304900311,2.4783401489257812
144,"Food and Entertaining: How to make mochi ice cream. Let the ice cream sit in room temperature for a few minutes or until it becomes soft. Scoop and roll the ice cream into ten round balls. You can also use a round cupcake or ice cube tray.
A. Let the ice cream sit in the freezer for about an hour so it melts.. Beat the eggs and sugar into a small bowl.
B.  Put four slices of cooked mozzarella on each ball. Roll each ball in the melted mozzarella, so it's evenly distributed in circles.
C. Put the ice cream balls back in the freezer to re-harden.. Mix the water and flour together well in a bowl.
D. Make sure that the balls are approximately 30 times smaller than a cupcake. Check the consistency of the ice cream accordingly.",2,2,1,1,9.588184922153252,0.13903539574994284,0.13964846545900056,46.50048671901095,2.2143173217773438
145,"Computers and Electronics: How to download pictures from a website. Open a web browser.. Find an image to download. Do so by browsing or running a search for a specific image.
A.  In google web search, tap images below the search bar to see the images associated with your search.. Tap and hold an image to open it.
B. For example, it could be a landscape, a title page, whatever. To find the content you want, scan your image and save it to your desktop.
C.  A good idea of how you want to locate the image is by checking the "" location "" box (the box with the arrow pointing down and at the bottom of the window).. Drag and drop the image into the browser window.
D.  Search for the image on your web browser. Search using your favorite web browser and click either the search field at the top or use the search field at the top to search for the image.",0,3,0,1,15.880885715654394,0.13832391100004315,0.14000495180071054,41.29473661800694,2.1555938720703125
146,"Relationships: How to determine what pronouns to use when meeting someone new. Don't attempt to judge a person's pronoun preference by their gender expression. They may have a feminine expression, but prefer gender neutral pronouns, or a masculine presentation but prefer female pronouns.. Ask their name.
A.  In order to safely determine what to call someone's gender preference, it helps to know his/her name. Even if you don't already know what gender they are, ask them if they prefer girly or masculine pronouns.
B.  You don't want to seem underwhelmed when meeting someone new to be a hostile statement. Instead, be respectful of their gender preference.
C.  If you are meeting someone you know you know and like, try asking them who they are to find out what their gender identity is. Chances are they will explain this in a new way, but remember to use every opportunity to research the person's gender identity.
D.  Names sometimes can give away gender, but there's no guarantee. With some names like alex or sammy the person could be any gender.",3,0,0,1,28.192574664666136,0.14336047799997687,0.14031415281213616,55.85721811998155,2.8284988403320312
147,"Education and Communications: How to get an idea for a book (for young writers ). Write a book with just about anything. You can observe while swimming in a river or pool, at a friend's house, or when something really fishy is going on-just don't get into anyone's personal business. For example, you can write about your aunt edna :. Maybe you don't want to investigate.
A.  What possible reason? But maybe not. All's the same-for some ideas, something classic would be best.
B.  But don't swear until you make a decision. But if she keeps calling and regularly commits acts of gossip, of course they can cause trouble down the line.
C.  You could maybe just, do everyday stuff, and just let the idea pop up in your mind one day. Do the first step if you need to write right away.
D.  Always tell someone, but sometimes you have to be more discreet.. That doesn't mean no some stranger might stalk you.",2,1,0,0,34.50173476381763,0.1391902304994801,0.1398780136727055,62.10308693798834,2.9005203247070312
148,"Relationships: How to avoid losing yourself in relationships. Don't discuss your relationship obsessively. Though it can be tempting, avoid making your significant other the topic of all of your conversations. Though of course it is natural to want to discuss your relationship with your friends, avoid oversharing or focusing your dynamic around that.
A. They will likely get burnt out from hearing about your relationship all the time. Take this time to discuss other topics and to enjoy each other's company.
B. If you have told your partner something you feel strongly about, but didn't want to share with your significant other, then stop and think about talking about it. Consider including some one-on-one time, if you feel you are comfortable with it.
C. Allow your partner to become the center of attention, but keep conversations light and fun. However, keep in mind that this is your relationship, not anyone else's and that you should be open to discussing what your partner wants and needs.
D. You will find yourself quickly getting sidetracked with other positive aspects of your relationship and then you may end up holding onto resentments. Try not to bring up problems only when you think you may have a need for venting or discussing your partner's infidelity.",0,0,1,1,7.840278730718081,0.14371252799992362,0.13993480675874553,60.88675182501902,2.8684616088867188
149,"Work World: How to write good captions in photojournalism. Check your facts. One of the most important aspects of any type of journalism is accuracy. If you use incorrect information, the story or photo loses credibility.
A. In all cases, it's a good idea to print your facts so as to prevent the reader from forgetting about the story or photo in question. Also look at the characteristics of the captions you are writing.
B. Before uploading or printing any photo captions, make sure you've checked that anything stated in the caption is accurate. Don't print an incorrect caption if you have trouble checking your facts, either because you can't find an appropriate source, or because you're on a deadline.
C. Finding out how to best use a source is something that should be an ongoing expense. If it is not, it will keep your readership alive even when you stop using it.
D.  If the story or photo is inaccurate, the editors might immediately take special action. Moreover, are there exceptions? Is there a problem? If you can't provide correct information, then the editors will give you additional information that you may not have provided.",1,1,1,0,10.5544101063527,0.13972574875015198,0.13970481305087215,50.01440681500935,2.4793930053710938
150,"Health: How to choose between generic and brand name medication. Understand that generic and brand name drugs contain the same active ingredient. The u.s. food and drug administration requires that generic drugs contain the same active ingredient as the respective brand name drug. This means both generics and brand name medications contain the same active drug, which will have the same effect in your body.
A.  Know that generic and brand name drugs are identical in strength. The fda requires that brand name drugs and their generic equivalents are administered in the same manner, have the same dosage form, and are equivalent in strength.
B. If you can figure out the active ingredient, you should look for generic options with that active ingredient.. Don't look for generic drugs on labels.
C.  Generic medications are not regulated by your country. They do not contain the active ingredient, and will have the same negative side effects as generic.
D.  Consider the wellbeing of the recipient. Before deciding on brand name labels, it's important to understand what possible consequences the product may take.",0,0,1,1,5.926284880865222,0.13860348824982793,0.13951095492582802,58.86999311199543,2.8368911743164062
151,"Sports and Fitness: How to do a knee raise with an exercise ball. Take your exercise ball and place it where surrounding objects won't obstruct your exercise.. Sit down on the exercise ball with your legs in front of you, knees bent and feet on the ground. Walk yourself forward slightly if you're not comfortable, but don't fully lean back against the ball.
A. Then gently lower yourself to a seated position.. Bend over the ball so that your knees are at a 90 degree angle to the ground.
B. Point your arms straight out (so that your wrists, elbows, and shoulders are aligned). Inhale and you should be in a neutral position.
C. Squat down until your thighs are in line with the bottom of the ball, and grasp the lower ankle as tightly as you can. Move slowly and avoid straining yourself to get up.
D.  Reach down to your knee, but remain in the air. Hold this for 5 seconds before releasing.",1,0,0,0,9.01128463158114,0.13918803800015667,0.13965172689652633,57.255353271990316,2.7175521850585938
152,"Work World: How to avoid weigh stations. Plan your route in advance. In order to avoid the weigh stations, you'll need to know if they're going to pop up on your designated route. Map out your trip ahead of time so that you can look up where the weigh stations will be along the way.
A.  If you're planning to pick up your baby on the first day of school, park around the station you plan to use. If you'll be at the doctor or health care facility, keep an area map handy as well.
B. Use map assistance in the time that it takes for a weigh station to appear on your route. It's important that the weigh station be found in plain plain sight so that the police can simply look past it.
C. Being prepared for everything will ensure you won't have to worry about timing or waiting. With the weighing station off your radar, you will be less concerned about timing and impulse control.
D.  You can plan out your trip on your phone, typing the destination into a map app. This will give you directions and show you which roads you'll be taking.",3,3,1,1,11.034506463845531,0.13932631050010968,0.1394394433965931,57.169719261017235,2.6922454833984375
153,"Food and Entertaining: How to use a vegetable steamer. Take proper precautions. Before using an electric steamer, it's important that you read the instructions that came with your steamer. Taking proper safety precautions can help prevent injuries and fires/burns.
A.  Never submerge the cord, plug, or base unit in water. Only use electric steamers indoors and on a stable surface, like a kitchen counter.
B. Know that you should never let uncooked vegetables fall into boiling water (the leaves or stems of vegetables are rarely cooked).. Place medium sized vegetables in the steamer and cook for 1 minute.
C.  Plug in the steamer if you are going to use an open steamer. When you're going to use an open steamer for frying or steaming vegetables, ensure that your steamer is plugged in (unless you're in the same room where the vegetables are.
D. Make sure to consult care labels before using an electric steamer. Caution: do not steam it for a long period, and do not heat it the rating called for in the instructions.",0,0,1,1,10.11557309924404,0.14006908075043611,0.13984435372873955,53.14175332500781,2.7120742797851562
154,"Computers and Electronics: How to take paint off brick. Make sure that you have all of the supplies that you will need. They are listed below.. Determine the type of paint on the brick (latex or alkyd/oil-base).
A.  Latex paints can withstand a lot of conditions, but you should use different types of paint. Latex or oil-base paint is most commonly used during lime projects because it is heavier and can last longer.
B.  You could use a rubber paint knife, or a paint-base variety for this project. Here are some of the rules : Using the same paint with different paints, and laying or priming different brickwork to bleed it.
C.  You will need to use different removal methods for both. If you're unsure, put some nail-polish remover with acetone on a rag.
D.  Varnish must be measured and rubbed off to avoid over scraping the glaze onto the brickwork. Varnish also needs to be applied under a basecoat.",2,2,1,1,11.61358740500958,0.13957884099954754,0.13991910959009865,48.69048906299213,2.3784713745117188
155,"Home and Garden: How to refinish wood with a faux whitewash technique. Go thrift shopping. Never whitewash wood that is in good condition. It will ruin your existing paint job or finish.
A. Instead, go to a refinishing store and ask for a recommendation. You can also make it yourself with temporary nails that are safer.
B. Buy a lightweight leather or fiberglass dye brush. The pelt part will also work, but it is worth it if the wood has an orange underlay pattern.
C. Visit your local thrift store to ask if they are looking for a faux whitewash.. Pick a color that you want to re-finish.
D.  Look for materials for reuse, such as pallets and boards. They can be used to make simple furniture and then be whitewashed.",3,2,0,0,21.85926352947793,0.13959327575003044,0.1397637746014873,39.83199376601806,1.9411697387695312
156,"Food and Entertaining: How to make a chocolate ice cream pie. Beat together the vanilla ice cream and pudding in a large bowl. Whisk well in a large bowl until properly combined.. Pour the mixture into the pie crusts.
A.  Form the pie mixture into individual balls. Cover each dough ball with a towel to keep flour and the chocolate from building up on the balls.
B.  You can keep the pie crusts whole or pie crusts is chilled.. Cover the pies and chill them in the freezer for one hour.
C.  Freeze the pies for 5-7 hours until the pies are firm.. Allow the pies to sit for ten minutes before slicing.
D.  Spread evenly over the whole pie, about half of the way.. Divide between 5-7 ice cream crusts.",2,2,1,1,11.059254481504441,0.13896121850029886,0.1399654603087675,42.26555204601391,2.0103607177734375
157,"Computers and Electronics: How to reset an ipod touch. Press and hold the sleep/wake button. This can be found along the top of the ipod, and is used to turn the screen on and off.. Press and hold the home button.
A.  For good luck, the ipod touch will reboot if you release it. After this, the touch screen will say, "" disable/deactivate "".
B.  This should press the icon of a person or object in the upper left-hand corner of the screen. This can be done by pressing and holding the home and/or the power button at the same time.
C.  This will use the sleep/wake control on your ipod touch.. Press and hold the sleep/wake menu.
D.  This is the large button in the bottom-center.. Hold both buttons until you see the apple logo.",3,3,1,1,7.152600205387669,0.1407031629996709,0.14043749150312693,45.5028099329993,2.357696533203125
158,"Relationships: How to initiate a first french kiss. Get close. A french kiss shouldn't just come out of nowhere. It should happen naturally at a time when two people are sharing an intimate and private moment together, and that means being physically close.
A. Hug each other tightly, close your eyes, and place your hands around their backs. You and your partner should want to be close, but don't start off with physical closeness.
B. To help set the mood, start by finding a way to be alone with the person so you can get close without other people hanging around and interrupting. If you two are at a party, go for a walk or find somewhere quiet that you can talk.
C. To begin with, you and your fiancé may be sitting side by side, or on opposite sides of the table. Kiss in the comfort of your own space--not because you feel embarrassed--but because you care about your connection.
D. The more solid a connection there is between the two people, the better the chances of victory. French kisses are meant to be temporary, not sexual as long as they're kept slow and passionate.",1,1,1,0,7.001778294680566,0.1411388960000295,0.14000678307975928,53.2071060219896,2.5643844604492188
159,"Health: How to communicate with autistic people. Find out what you have in common. Sharing interests can be a powerful communication tool. See if you have interests in common, especially special interests.
A. Listen to your friends often and ask questions about yours. If you're unsure if your interests are similar to your friend's, say, "" some of our special interests are science, chemistry, and music.
B. Many autistic people are used to others being unenthusiastic about their passions, so if you share the same passion and talk about it with them, it can feel truly magical.. Talk where there are minimal distractions or sources of stress around the individual.
C. If your inclination is to read fiction or science fiction, find out why. Likewise, if you are a writer, check this out.
D. Maybe you spend plenty of time with each other and you both went to the same school. Share your interests if you just exchange earrings.",1,1,1,0,16.36257935292419,0.13930857050036138,0.14074489112242197,41.936232271993504,2.2931900024414062
160,"Food and Entertaining: How to steep tea. Select your preferred tea. There's no limit to the types of tea you can buy. Choose from hundreds of types of green, black, white, red, and herbal teas, each with a different flavor profile.
A. Some teas will have warm and slightly tart flavors while others will have cool, icy, metallic flavors. Select green tea whenever possible, since the tea's flavor profile may change over time.
B. You can buy loose tea or purchase it prepackaged in bags. Choose the freshest tea you can find for best flavor and health benefits.
C.  You can even purchase tea bags directly from the grocery store to steep yourself. A tea bag bag is a holding device that allows the tea to drain up from your nose into the bottom of the tea bag so that the nutrients can be absorbed.
D. Select an entire bundle of green and red plants, making sure you choose a tea that has enough of both qualities. Red plants are the most popular green for tea because they give off a unique color.",1,1,1,1,7.020426002851849,0.13997941600064223,0.1397405676784295,51.8447060019862,2.5681686401367188
161,"Health: How to choose a yoga mat. Consider your body type. The type of yoga mat you need depends, to an extent, on your body type. Slimmer bodies may benefit from thicker mats or padded mats, as you have less natural cushioning from fat deposits on your body.
A. Thin, lean bodies usually need thicker mats or padded mats.. Get a mat that is more flexible and stable.
B. Thinner, fitter bodies may benefit from lighter mats with more cushioning, or weaker mats that are not fitted correctly. Your body type may also change based on age and activity level.
C. Standard yoga mats are 1/8 of an inch thick, but go up to 1/4 of an inch. Consider a thicker mat if your body is more petite.
D.  Consider flat soles, as light plastic gives your muscles more energy for optimal performance. Flat soles make your feet look bigger and can help prevent your weight from building up on the mat.",2,2,1,1,5.29904000613193,0.14399308324982485,0.14017914191181488,51.4610008469881,2.4242477416992188
162,"Computers and Electronics: How to disable haptic feedback on android. Open the settings menu. You can open the settings app by tapping on the gear icon in the home screen or app drawer, or by swiping down from the top of your screen and tapping the gear icon from there.. Open the sounds options.
A.  Scroll down and tap on the keyboards tab. Tapping on options will bring up a drop-down menu with ten different sounds, all of which are associated with haptic feedback.
B.  On most android devices, the sounds button is located at the top of the settings menu. Tapping it will bring up the basic sounds screen.
C.  Tap the settings icon found at the top of the settings menu then tap "" sounds. "" once you've opened the sound settings, a box should appear asking "" which sound am i using? "". Scroll down and select "" haptic feedback.
D.  Under the settings menu, scroll down until you see the sounds and notification option. Tap it, and you will be presented with options that let you configure sounds for various aspects of your device.",3,3,1,0,7.337225829005136,0.13887934850026795,0.13964942267159303,56.69458530798147,2.8044967651367188
163,"Health: How to treat a corn or callus. Differentiate between a corn and a callus. Corns and calluses are not the same thing, therefore the treatment approaches are different. A corn can develop between the toes, has a core, and can be quite painful.
A. It will take time to identify and treat a corn if it seems like a callus. In rare cases, a corn sac develops from a trauma of some sort.
B. A callus may grow from this core. Since corn and callus are the same thing, the treatment includes peeling and shaping it into a painless/oval-shaped callus.
C. Calluses usually get worse when seen on dogs but are commonly referred to as dog bites, because of the presence of extra skin when the corn is removed. A corn can also appear enlarged for shorter sessions than a callus, meaning more time breaks, but cannot be removed with techniques like veterinary emergency training or nail trimming.
D. Corns also develop along the tops of the toes, most often located just above a joint in the toe. Corns are categorized as hard, soft, or periungual.",3,3,1,1,10.632960532021691,0.13923194824974416,0.14002297129697724,55.72597848400801,2.9105758666992188
164,"Finance and Business: How to divorce a missing spouse in the usa. Call friends and family. Ask everyone who knows your spouse if they've seen him or her. Write down where they last saw your spouse and perform some follow up investigation.
A. If your spouse hasn't called you back by phone, call family members and explain any new developments. Try saying something like, "" i have great plans with jenny tomorrow and i'm hoping you might be interested in watching my funeral.
B. In some situations, the police may even take a call and come to your home. If you can't write yourself down by hand, then you'll need to show up with a copy of your marriage certificate or divorce decree.
C.  For example, you might speak to your spouse's mother. If she says your spouse went to visit friends in texas, get the phone number for the friends and call them.
D.  Contact people in the same division to ask questions about the family members. Consider contacting your military (heloc) and bureau of investigation (psodc) departments if your spouse has the same last name.",2,2,1,1,10.406738000338514,0.13898813374999008,0.13974477426822302,50.5845817230238,2.436798095703125
165,"Health: How to treat minor burns. Determine whether you have a first-degree burn. First-degree burns are the most common burns. You have a first-degree burn if only the outermost layer of skin is affected.
A. This form of burn is similar to burns found in burned areas of the body. Second-degree burns occur if the body overcompensates for the lost oxygen, and are often treated with topical medicine.
B. You may have a second-degree burn on your neck or groin. Second-degree burns are more advanced, whose most obvious marks are caused by intense static shock.
C. A second-degree burn is not as serious, although it cannot heal itself entirely. General treatment instructions may depend on the severity of the burn.
D. These are the least severe type of burn and can usually be treated at home. Symptoms involve : Pain area is sensitive to the touch and warm to the touch minor swelling reddening of the skin. Examine whether you have a second-degree burn.",3,3,1,0,8.21225000129865,0.13898239575019034,0.13932807247154622,44.58360048400937,2.2949905395507812
166,"Sports and Fitness: How to load the british sa80 rifle in a firing line. Take full control of the weapon system with both hands. ( left hand firmly on the hand guard, situated in front of the pistol grip/trigger and behind the barrel. This is made from plastic and green in colour.
A. ). Make the first turn with your left hand. This is the turn which will trigger the gun and forces it to fire.
B. ). Align the grooves with the grooves.. Check for the tuft, wedging to check that none go astray when movement is infrequent.
C. ). Remember "" safety "" is the most important thing to remember when handling not just the sa80, but any weapon system.. With "" safety "" in mind, point the weapon in a safe direction i.e down the range or towards your target.
D. ). Buy a 30-50 cal magazine to use to have the range displayed on your main gun. While a 30-50 cal magazine is a good weapon, it also comes in multiple diameters.",2,2,1,0,13.693347111241748,0.13989480074997118,0.13990313877783045,54.70209391002027,2.766357421875
167,"Food and Entertaining: How to slice a cucumber. Pick the right cucumbers. When selecting cucumbers, always choose firm darker colored cucumbers with no wrinkles or spongy spots. Some cucumbers at the store are waxed to prevent them from spoiling when they are out of season.
A. It is recommended that cucumbers come at a rate between 35 and 75 degrees fahrenheit (15 to 24 degrees celsius). So if you want to get cucumbers that are too firm, try opting for pre-waxed cucumbers for a less sweet taste.
B. The skins contain vitamin a, so try to buy unwaxed cucumbers, whose skin you can eat. If you have purchased waxed cucumbers, make sure to peel them and discard the skin.
C. Save white or eggplant cucumbers for last. Cucumbers that have a lot of visible discoloration are considered a bad choice because they have rips that can break up the skin and peel the cucumber in half.
D.  Mark the site of the cucumber with a piece of painter's tape. A simple template can help you to complete the initial cut for your cucumber without having to add the necessary measurements.",1,1,1,1,6.680580928285164,0.14207182575000843,0.14004466265233448,62.18793887002721,3.010162353515625
168,"Food and Entertaining: How to know if you are infertile. Consider your age. Your chances of conceiving generally get smaller as you get older. This is because your eggs decrease in number and quality with time.
A.  Look for any other signs of health issues you may have, as well as particular symptoms that might tempt you to fertilize your baby. If you are sexually active, you may be more at risk.
B. But you can still be fertile if your baby is still growing, at least in the form of eggs. If you have a pattern of growing at odd hours, have a conversation with a representative of the health care provider, and ask him how he is going to figure out if you are infertile.
C.  While a female born pregnant might be fertile for around the age of 90, because an embryo is too small to fertilize an egg, women carrying twins are fertile for one year or more.. Make sure your body is completely fertile.
D. In addition to that, various underlying medical disorders that come with progressing age can further affect your chances of having a baby. Generally, after the age of 30 a woman's chance of conception reduces by 3-5% every year, with a considerably higher reduction after 40.",3,3,1,0,8.32146397261008,0.13924782325057095,0.14010730311891292,54.77851760002159,2.6432266235351562
169,"Pets and Animals: How to identify a great dane. Note the dog's size. A great dane's most notable and outstanding feature is its size. This breed can grow to stand around 36 inches (91 cm) and weigh up to 200 lbs (90 kg).
A. Of course, it is important to keep in mind the size and weight of its body, however, while sizing your dog a great dane is mostly up to you. The body girth should be the biggest difference between the dog and the dwarf dog.
B.  Most great danes don't appear head-high or noticeably weighing over 200 lbs (75 kg). Most great danes have a sleek coat that is pulled together throughout their necks, between their shoulders, tail, and front legs.
C.  Great danes with a length of 40 pounds (19. 9 kg) tend to be the bigger dogs.
D. These dogs grow quickly during puppyhood and reach maturity around age two or three.. Look at the dog's large head.",3,3,1,1,11.986130763896092,0.13912764074984807,0.13964087058126554,51.24614658399878,2.60028076171875
170,"Education and Communications: How to become a great notetaker. Be sure you have what you need. Having the right stationary e.g. notebooks, highlighters, sticky notes, pens, pencils...etc. Can help you take notes as each writing implement can offer a different technique.
A. Choosing wisely will help to help you get the proper stuff and to make it easier on yourself.. Involve the creator or writing center to help chart when people write about topics.
B. For example: highlighting a particular word or phrase emphasizes it making it stand out from the rest, therefore giving it meaning. ( the meaning can depend on you, it could be: a word you need to know the definition of, a formula, feature...whatever you like.
C. Remember that you can learn about writing normally by reading the notes aloud in a mirror before class. Remember that learning about writing is very self-evident, even though it will be refreshing to touch up the book as it is due.
D. After reading and writing, it's important to learn how to use them effectively. For example, if you have to write in pencil, leave your pens at home, in a pen journal, or books.",1,1,1,0,18.171900621783905,0.1397557082500498,0.14007358047753646,56.86860218496986,2.800689697265625
171,"Pets and Animals: How to spoil your gerbils. Come up with a gourmet diet. Pet stores will often sell things that are labeled as "" premium gerbil food, "" but look at the ingredients. You don't want berries or too many sunflower seeds in it (some are good, but too many will make them overweight).
A. A lizard loves beehives and an indoor gerbil is actually quite happy chewing through popcorn. Mint is also the best kind of flavor to enjoy.
B. Additionally, buying a gourmet marinade will not be a no choice for your gerbils. They will need to be fed each day.
C. You can also go for things like beets, carrots, broccoli, pinwheels, etc. That are also specially formulated to keep small macaws fresh, so they don't make much of a fuss when they go.
D.  Set up an exercise area for your gerbils. Do not buy your gerbils wheels that have normal serrated edges.",3,3,1,1,18.280199034797977,0.14332975299930695,0.13990179478888473,56.254233337973346,2.802520751953125
172,"Travel: How to make hair straight naturally for men. Mix 1/2 cup (236 ml) of milk and 1/2 cup (236 ml) of water together. Mix the ingredients in an empty spray bottle so that you can easily apply the mixture to your hair. You can use cow's milk, almond milk, or coconut milk for the solution.
A.  If you use coconut milk, be sure to mix the mixture with conditioner so that it just thickens. If you use almond milk, be sure to use product that does not contain pore strips.
B. Shake the spray bottle vigorously to incorporate the ingredients. This method will relax slightly wavy hair, but won't straighten kinky or very curly hair.
C.  If you don't have milk in your fridge, try using a mixing bowl that has a wide opening.. Spray a thin layer of the dye over your hair.
D. The mixture should be thick enough to hold its shape but watery enough to be thick enough to make sufficient paste to cover the root of your hair. You may have to wash the milk out of your hair before you get started using it.",1,1,1,1,8.027524478456197,0.13968692075013678,0.14028684056662463,62.70581805401525,2.9583511352539062
173,"Education and Communications: How to create a summer reading list. Get a journal or open up a word document to record your reading list. Include the full title of the book, whether or not it's in a series, and the author. You could also join a book site (i.e. goodreads) where you can form a list.
A. It may be in your local library, in a bookmark cupboard, or anywhere else where someone may look over the list. Follow up by asking acquaintances or family members for their feedback.
B.  Take a short story and record it. This can be a great way to give it depth and give you an idea of it's plot.
C. Write down all your likes and dislikes. Try to make your lists uniformly comedic in nature.
D. Get an app that lets you keep track.. Consider how much time you will have, and how you will manage it.",3,3,1,1,15.546801711343395,0.1387452955000299,0.13974748395532133,53.65902508502222,2.67059326171875
174,"Pets and Animals: How to teach a dog to smile. Pay attention to time. Teaching a dog to smile is similar to teaching him any habit, so you'll need to know the basic tenets of dog training. Timing makes a huge difference when it comes to successfully training a dog.
A. As a result, it's important to make sure that you're not getting your dog's attention out of fear or anxiety. That's because smiling will do the majority of the work for a dog-even if he doesn't look like that.
B. Therefore, it's important to observe how often your dog sees or hears you while they are learning good behavior. You should be able to tell by the fact that they are learning to smile that there is something regarding your conversation.
C.  A dog must be rewarded the instant he obeys a command. Many people reward their dogs with a small treat or positive verbal praise, such as "" yes! "" or "" good job! "" some people invest in a clicker, a small mechanical device that makes a clicking noise when a button is pushed.
D. Generally, teaching your dog to smile is the hardest aspect to learn and in turn should be taught in a combination effort and behavior, which will prevent tiring the dog out. If your dog isn't following these instructions, sit down and practice smiling with him.",2,2,1,0,8.617696098157744,0.14016218074993958,0.14038554165590791,61.768744884975604,2.9555435180664062
175,"Cars & Other Vehicles: How to size a road bike. Use your total height and a road bike sizing chart for a basic guideline. Standing against a wall, measure your total height and record it in centimeters, as this is how road bike frames are measured. Through an online search or by borrowing a chart at a road bike store, find the bike height that is associated with your total height.
A. Use the chart to pin down the bike height onto a pctd piece of paper. This can be applied using a graphite pencil or a ruler.
B.  If you cannot find the bike height that is in your price range, you may be able to add some information to the road bike sizing chart to help you find it.. Take measurements of the terrain you are cycling on.
C. Use the chart to find whether you need an extra small, small, medium, large, or extra large road bike frame. You can convert your height from inches to centimeters by multiplying it by 2.54.
D. The bike height can also be measured on a road bike scale.. Purchase a power tool for planning or detailing.",2,2,1,1,3.6313849613549407,0.1391556282496822,0.14057876347369688,64.66053865700451,3.0610198974609375
