question_index,full_prompt,prefill_tokens,generated_output,generated_tokens,gold_answer,predicted_answer,correct,f1,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
159,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Whitehead makes the startling observation that ""life is comparatively deficient in survival value."" If humans can only exist for about a hundred years, and rocks for eight hundred million, then one is forced to ask why complex organisms ever evolved in the first place; as Whitehead humorously notes, ""they certainly did not appear because they were better at that game than the rocks around them."" He then observes that the mark of higher forms of life is that they are actively engaged in modifying their environment, an activity which he theorizes is directed toward the three-fold goal of living, living well, and living better. In other words, Whitehead sees life as directed toward the purpose of increasing its own satisfaction. Without such a goal, he sees the rise of life as totally unintelligible.
Question: Without Whitehead's proposed purpose, life would be what?
Answer:",205, unintelligible,3,unintelligible,unintelligible,1,1.0,1.2929144715140015,0.02628276299992649,0.06595905700002429,0.22415993399999934,25.625
160,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In fact, process theology is difficult to define because process theologians are so diverse and transdisciplinary in their views and interests. John B. Cobb, Jr. is a process theologian who has also written books on biology and economics. Roland Faber and Catherine Keller integrate Whitehead with poststructuralist, postcolonialist, and feminist theory. Charles Birch was both a theologian and a geneticist. Franklin I. Gamwell writes on theology and political theory. In Syntheism - Creating God in The Internet Age, futurologists Alexander Bard and Jan Söderqvist repeatedly credit Whitehead for the process theology they see rising out of the participatory culture expected to dominate the digital era.
Question: What subjects has John B. Cobb, Jr. written books on other than process theology?
Answer:",196," biology, economics, and philosophy",6,biology and economics,"biology, economics, and philosophy",0,0.8571428571428571,4.217135160742537,0.026052833999983704,0.06584972499998305,0.42115118399988205,24.5
161,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The first visible institution to run into trouble in the United States was the Southern California–based IndyMac, a spin-off of Countrywide Financial. Before its failure, IndyMac Bank was the largest savings and loan association in the Los Angeles market and the seventh largest mortgage originator in the United States. The failure of IndyMac Bank on July 11, 2008, was the fourth largest bank failure in United States history up until the crisis precipitated even larger failures, and the second largest failure of a regulated thrift. IndyMac Bank's parent corporation was IndyMac Bancorp until the FDIC seized IndyMac Bank. IndyMac Bancorp filed for Chapter 7 bankruptcy in July 2008.
Question: On what date did IndyMac fail?
Answer:",185, July 2008,4,"July 11, 2008",July 2008,0,0.8,1.4045809861958192,0.02584796299993286,0.0658986535000281,0.2894425770000453,23.125
162,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Senator Charles Schumer (D-NY) would later point out that brokered deposits made up more than 37 percent of IndyMac's total deposits and ask the Federal Deposit Insurance Corporation (FDIC) whether it had considered ordering IndyMac to reduce its reliance on these deposits. With $18.9 billion in total deposits reported on March 31, Senator Schumer would have been referring to a little over $7 billion in brokered deposits. While the breakout of maturities of these deposits is not known exactly, a simple averaging would have put the threat of brokered deposits loss to IndyMac at $500 million a month, had the regulator disallowed IndyMac from acquiring new brokered deposits on June 30.
Question: How much was the threat of brokered deposit losses per month to IndyMac?
Answer:",196," $500,000",4,$500 million,"$500,000",0,0.0,1.584331538429478,0.026057892999915566,0.06641271075000077,0.29170873599991864,24.5
163,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Initially the companies affected were those directly involved in home construction and mortgage lending such as Northern Rock and Countrywide Financial, as they could no longer obtain financing through the credit markets. Over 100 mortgage lenders went bankrupt during 2007 and 2008. Concerns that investment bank Bear Stearns would collapse in March 2008 resulted in its fire-sale to JP Morgan Chase. The financial institution crisis hit its peak in September and October 2008. Several major institutions either failed, were acquired under duress, or were subject to government takeover. These included Lehman Brothers, Merrill Lynch, Fannie Mae, Freddie Mac, Washington Mutual, Wachovia, Citigroup, and AIG. On Oct. 6, 2008, three weeks after Lehman Brothers filed the largest bankruptcy in U.S. history, Lehman's former CEO found himself before Representative Henry A. Waxman, the California Democrat who chaired the House Committee on Oversight and Government Reform. Fuld said he was a victim of the collapse, blaming a ""crisis of confidence"" in the markets for dooming his firm.
Question: How many mortgage lenders went bankrupt during 2007 and 2008?
Answer:",276, Over 100,3,Over 100,Over 100,1,1.0,1.898208624880412,0.03461501100014175,0.06587998699994084,0.23225497199996425,34.5
164,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Initially the companies affected were those directly involved in home construction and mortgage lending such as Northern Rock and Countrywide Financial, as they could no longer obtain financing through the credit markets. Over 100 mortgage lenders went bankrupt during 2007 and 2008. Concerns that investment bank Bear Stearns would collapse in March 2008 resulted in its fire-sale to JP Morgan Chase. The financial institution crisis hit its peak in September and October 2008. Several major institutions either failed, were acquired under duress, or were subject to government takeover. These included Lehman Brothers, Merrill Lynch, Fannie Mae, Freddie Mac, Washington Mutual, Wachovia, Citigroup, and AIG. On Oct. 6, 2008, three weeks after Lehman Brothers filed the largest bankruptcy in U.S. history, Lehman's former CEO found himself before Representative Henry A. Waxman, the California Democrat who chaired the House Committee on Oversight and Government Reform. Fuld said he was a victim of the collapse, blaming a ""crisis of confidence"" in the markets for dooming his firm.
Question: Who is the investment bank that was feared to collapse in March 2008 and was sold in a fire-sale to JP Morgan Chase?
Answer:",288, Bear Stearns,4,Bear Stearns,Bear Stearns,1,1.0,1.1296753959043409,0.035299131000101625,0.06576439600002004,0.2983567150001818,36.0
165,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In November 2008, economist Dean Baker observed: ""There is a really good reason for tighter credit. Tens of millions of homeowners who had substantial equity in their homes two years ago have little or nothing today. Businesses are facing the worst downturn since the Great Depression. This matters for credit decisions. A homeowner with equity in her home is very unlikely to default on a car loan or credit card debt. They will draw on this equity rather than lose their car and/or have a default placed on their credit record. On the other hand, a homeowner who has no equity is a serious default risk. In the case of businesses, their creditworthiness depends on their future profits. Profit prospects look much worse in November 2008 than they did in November 2007... While many banks are obviously at the brink, consumers and businesses would be facing a much harder time getting credit right now even if the financial system were rock solid. The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.
Question: According to economist Dean Baker, a homeowner who has no equity if this type default risk?
Answer:",268, A homeowner who has no equity is a default risk.,11,serious,A homeowner who has no equity is a default risk.,0,0.0,1.6122617238105728,0.034442850999994334,0.06534209536363794,0.7532059000000118,33.5
166,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The World Bank reported in February 2009 that the Arab World was far less severely affected by the credit crunch. With generally good balance of payments positions coming into the crisis or with alternative sources of financing for their large current account deficits, such as remittances, Foreign Direct Investment (FDI) or foreign aid, Arab countries were able to avoid going to the market in the latter part of 2008. This group is in the best position to absorb the economic shocks. They entered the crisis in exceptionally strong positions. This gives them a significant cushion against the global downturn. The greatest impact of the global economic crisis will come in the form of lower oil prices, which remains the single most important determinant of economic performance. Steadily declining oil prices would force them to draw down reserves and cut down on investments. Significantly lower oil prices could cause a reversal of economic performance as has been the case in past oil shocks. Initial impact will be seen on public finances and employment for foreign workers.
Question: Arab countries entered the financial crisis in exceptionally strong positions giving them a cushion against this?
Answer:",253, This group is in the best position to absorb the economic shocks.,13,global downturn,This group is in the best position to absorb the economic shocks.,0,0.0,1.47325344182235,0.026931102999924406,0.06588314115384282,0.883411937999881,31.625
167,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The collateralized debt obligation in particular enabled financial institutions to obtain investor funds to finance subprime and other lending, extending or increasing the housing bubble and generating large fees. This essentially places cash payments from multiple mortgages or other debt obligations into a single pool from which specific securities draw in a specific sequence of priority. Those securities first in line received investment-grade ratings from rating agencies. Securities with lower priority had lower credit ratings but theoretically a higher rate of return on the amount invested.
Question: What is the name of the securities that enabled financial institutions to obtain investor funds to finance subprime?
Answer:",150, Collateralized debt obligation,5,collateralized debt obligation,Collateralized debt obligation,1,1.0,1.4375351416532405,0.02491258400004881,0.06571874739997838,0.3535063209999407,18.75
168,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Testimony given to the Financial Crisis Inquiry Commission by Richard M. Bowen III on events during his tenure as the Business Chief Underwriter for Correspondent Lending in the Consumer Lending Group for Citigroup (where he was responsible for over 220 professional underwriters) suggests that by the final years of the U.S. housing bubble (2006–2007), the collapse of mortgage underwriting standards was endemic. His testimony stated that by 2006, 60% of mortgages purchased by Citi from some 1,600 mortgage companies were ""defective"" (were not underwritten to policy, or did not contain all policy-required documents) – this, despite the fact that each of these 1,600 originators was contractually responsible (certified via representations and warrantees) that its mortgage originations met Citi's standards. Moreover, during 2007, ""defective mortgages (from mortgage originators contractually bound to perform underwriting to Citi's standards) increased... to over 80% of production"".
Question: In 2006, how many mortgage companies were contractually responsible to meet Citi's standards?
Answer:",268," 1,600",4,"1,600","1,600",1,1.0,1.3408547526995702,0.034409471000117264,0.06530406600001015,0.2956257350001579,33.5
169,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Critics such as economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner have argued that the regulatory framework did not keep pace with financial innovation, such as the increasing importance of the shadow banking system, derivatives and off-balance sheet financing. A recent OECD study suggest that bank regulation based on the Basel accords encourage unconventional business practices and contributed to or even reinforced the financial crisis. In other cases, laws were changed or enforcement weakened in parts of the financial system. Key examples include:
Question: What economist believed that regulations did not keep up with financial innovation?
Answer:",149, economist Paul,2,Paul Krugman,economist Paul,0,0.5,2.093765949283128,0.02500835399996504,0.06593576350007879,0.15687988100012262,18.625
170,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Critics such as economist Paul Krugman and U.S. Treasury Secretary Timothy Geithner have argued that the regulatory framework did not keep pace with financial innovation, such as the increasing importance of the shadow banking system, derivatives and off-balance sheet financing. A recent OECD study suggest that bank regulation based on the Basel accords encourage unconventional business practices and contributed to or even reinforced the financial crisis. In other cases, laws were changed or enforcement weakened in parts of the financial system. Key examples include:
Question: What accords possibly contributed to or reinforced the financial crisis?
Answer:",148, Basel Accords,3,Basel,Basel Accords,0,0.6666666666666666,1.871284510563494,0.024925932999849465,0.06586273033334085,0.22251412399987203,18.5
171,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: CDO issuance grew from an estimated $20 billion in Q1 2004 to its peak of over $180 billion by Q1 2007, then declined back under $20 billion by Q1 2008. Further, the credit quality of CDO's declined from 2000 to 2007, as the level of subprime and other non-prime mortgage debt increased from 5% to 36% of CDO assets. As described in the section on subprime lending, the CDS and portfolio of CDS called synthetic CDO enabled a theoretically infinite amount to be wagered on the finite value of housing loans outstanding, provided that buyers and sellers of the derivatives could be found. For example, buying a CDS to insure a CDO ended up giving the seller the same risk as if they owned the CDO, when those CDO's became worthless.
Question: What was the estimated value of CDO issuance in Q1 2008?
Answer:",231,,0,under $20 billion,,0,0.0,,0.026625693999903888,0.0,0.026625693999903888,28.875
172,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: As financial assets became more and more complex, and harder and harder to value, investors were reassured by the fact that both the international bond rating agencies and bank regulators, who came to rely on them, accepted as valid some complex mathematical models which theoretically showed the risks were much smaller than they actually proved to be. George Soros commented that ""The super-boom got out of hand when the new products became so complicated that the authorities could no longer calculate the risks and started relying on the risk management methods of the banks themselves. Similarly, the rating agencies relied on the information provided by the originators of synthetic products. It was a shocking abdication of responsibility.""
Question: Who commented that the super-boom got out of hand when products became so complicated that risk could not be accurately calculated?
Answer:",193, George Soros,2,George Soros,George Soros,1,1.0,1.503400189878458,0.02613356400001976,0.06592961349997495,0.15799279099996966,24.125
173,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: As part of the housing and credit booms, the number of financial agreements called mortgage-backed securities (MBS) and collateralized debt obligations (CDO), which derived their value from mortgage payments and housing prices, greatly increased. Such financial innovation enabled institutions and investors around the world to invest in the U.S. housing market. As housing prices declined, major global financial institutions that had borrowed and invested heavily in subprime MBS reported significant losses.
Question: What are MBS as related to the housing and credit booms?
Answer:",140, financial instruments that are based on mortgages,7,mortgage-backed securities,financial instruments that are based on mortgages,0,0.0,3.021020771750875,0.02469431400004396,0.06570590485713572,0.48463564799999403,17.5
174,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: These institutions, as well as certain regulated banks, had also assumed significant debt burdens while providing the loans described above and did not have a financial cushion sufficient to absorb large loan defaults or MBS losses. These losses impacted the ability of financial institutions to lend, slowing economic activity. Concerns regarding the stability of key financial institutions drove central banks to provide funds to encourage lending and restore faith in the commercial paper markets, which are integral to funding business operations. Governments also bailed out key financial institutions and implemented economic stimulus programs, assuming significant additional financial commitments.
Question: Who bailed out key financial institutions and implemented economic stimulus programs as an answer to the financial crisis of 2007?
Answer:",170, Governments,1,Governments,Governments,1,1.0,1.6746933374479172,0.025308223999900292,0.06560885299995789,0.09091707699985818,21.25
175,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the early and mid-2000s, the Bush administration called numerous times for investigation into the safety and soundness of the GSEs and their swelling portfolio of subprime mortgages. On September 10, 2003, the House Financial Services Committee held a hearing at the urging of the administration to assess safety and soundness issues and to review a recent report by the Office of Federal Housing Enterprise Oversight (OFHEO) that had uncovered accounting discrepancies within the two entities. The hearings never resulted in new legislation or formal investigation of Fannie Mae and Freddie Mac, as many of the committee members refused to accept the report and instead rebuked OFHEO for their attempt at regulation. Some believe this was an early warning to the systemic risk that the growing market in subprime mortgages posed to the U.S. financial system that went unheeded.
Question: On what date did the House Financial Services Committee hold a hearing to assess safety and soundness issues regarding Fannie Mae and Freddie Mac?
Answer:",236," September 10, 2003",7,"September 10, 2003","September 10, 2003",1,1.0,1.2074851276907732,0.026519112999949357,0.06574616214285404,0.4867422479999277,29.5
176,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Residents of Saint-Barthélemy (Saint-Barthélemoise people) are French citizens and work at establishments on the island. Most of them are descendants of the first settlers, of Breton, Norman, Poitevin, Saintongeais and Angevin lineage. French is the native tongue of the population. English is understood in hotels and restaurants, and a small population of Anglophones have been resident in Gustavia for many years. The St. Barthélemy French patois is spoken by some 500–700 people in the leeward portion of the island and is superficially related to Quebec French, whereas Créole French is limited to the windward side. Unlike other populations in the Caribbean, language preference between the Créole and Patois is geographically, and not racially, determined.[page needed]
Question: What is the native language of St. Barts?
Answer:",218, French,1,French,French,1,1.0,1.793707849331111,0.026147543999968548,0.06541724300018359,0.09156478700015214,27.25
177,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Residents of Saint-Barthélemy (Saint-Barthélemoise people) are French citizens and work at establishments on the island. Most of them are descendants of the first settlers, of Breton, Norman, Poitevin, Saintongeais and Angevin lineage. French is the native tongue of the population. English is understood in hotels and restaurants, and a small population of Anglophones have been resident in Gustavia for many years. The St. Barthélemy French patois is spoken by some 500–700 people in the leeward portion of the island and is superficially related to Quebec French, whereas Créole French is limited to the windward side. Unlike other populations in the Caribbean, language preference between the Créole and Patois is geographically, and not racially, determined.[page needed]
Question: About how many people speak Patois French in St. Barts?
Answer:",222, 700,2,500–700,700,0,0.0,3.5099701405460855,0.02618606400005774,0.06592952799996965,0.15804511999999704,27.75
178,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Grande Saline Bay provides temporary anchorage for small vessels while Colombier Bay, to the northwest, has a 4 fathoms patch near mid entrance. In the bight of St. Jean Bay there is a narrow cut through the reef. The north and east sides of the island are fringed, to a short distance from the shore, by a visible coral reef. Reefs are mostly in shallow waters and are clearly visible. The coastal areas abound with beaches and many of these have offshore reefs, some of which are part of a marine reserve.
Question: What is the name of the deepest bay at St Barts?
Answer:",161, Colombier,2,Colombier Bay,Colombier,0,0.6666666666666666,1.781219393094051,0.0253360540000358,0.06585735350006416,0.15705076100016413,20.125
179,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Genome composition is used to describe the make up of contents of a haploid genome, which should include genome size, proportions of non-repetitive DNA and repetitive DNA in details. By comparing the genome compositions between genomes, scientists can better understand the evolutionary history of a given genome.
Question: What aspect of a genome can genome compositions help researchers in learning about?
Answer:",106, the evolutionary history of a given genome,7,evolutionary history,the evolutionary history of a given genome,0,0.5714285714285715,1.3990197016715982,0.023575604000143358,0.0657864962857145,0.48408107800014477,13.25
180,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Horizontal gene transfer is invoked to explain how there is often extreme similarity between small portions of the genomes of two organisms that are otherwise very distantly related. Horizontal gene transfer seems to be common among many microbes. Also, eukaryotic cells seem to have experienced a transfer of some genetic material from their chloroplast and mitochondrial genomes to their nuclear chromosomes.
Question: What is an explanation for the resemblance between disparate parts of the genome?
Answer:",120, Horizontal gene transfer,3,Horizontal gene transfer,Horizontal gene transfer,1,1.0,2.2173694061109073,0.02372350399991774,0.06587877700000415,0.22135983499993017,15.0
181,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1970 Margaret Thatcher became Secretary of State for Education of the new Conservative government. She ended the compulsion on local authorities to convert, however, many local authorities were so far down the path that it would have been prohibitively expensive to attempt to reverse the process, and more comprehensive schools were established under Mrs Thatcher than any other education secretary.
Question: Who was made Secretary of State for Education in 1970?
Answer:",119, Margaret Thatcher,2,Margaret Thatcher,Margaret Thatcher,1,1.0,1.1828564986845673,0.02372869400005584,0.06580180849994122,0.15533231099993827,14.875
182,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Bantu-speaking peoples who founded tribes during the Bantu expansions largely displaced and absorbed the earliest inhabitants of the region, the Pygmy people, about 1500 BC. The Bakongo, a Bantu ethnic group that also occupied parts of present-day Angola, Gabon, and Democratic Republic of the Congo, formed the basis for ethnic affinities and rivalries among those countries. Several Bantu kingdoms—notably those of the Kongo, the Loango, and the Teke—built trade links leading into the Congo River basin.
Question: What group of people were living in the area that would become the Congo prior to the arrival of Bantu tribes?
Answer:",168, Pygmies,3,Pygmy,Pygmies,0,0.0,1.4981896456731807,0.02525540400006321,0.0655800066666264,0.22199542399994243,21.0
183,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the controversial elections in 2002, Sassou won with almost 90% of the vote cast. His two main rivals, Lissouba and Bernard Kolelas, were prevented from competing and the only remaining credible rival, Andre Milongo, advised his supporters to boycott the elections and then withdrew from the race. A new constitution, agreed upon by referendum in January 2002, granted the president new powers, extended his term to seven years, and introduced a new bicameral assembly. International observers took issue with the organization of the presidential election and the constitutional referendum, both of which were reminiscent in their organization of Congo's era of the one-party state. Following the presidential elections, fighting restarted in the Pool region between government forces and rebels led by Pastor Ntumi; a peace treaty to end the conflict was signed in April 2003.
Question: When was the new constitution ratified?
Answer:",217, January 2002,4,January 2002,January 2002,1,1.0,1.9619381347936413,0.02628015300001607,0.0659372160000089,0.2900290170000517,27.125
184,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The southwest of the country is a coastal plain for which the primary drainage is the Kouilou-Niari River; the interior of the country consists of a central plateau between two basins to the south and north. Forests are under increasing exploitation pressure.
Question: The middle of the country features what kind of geography?
Answer:",99, a basin,2,plateau,a basin,0,0.0,4.154532879906058,0.023395073999836313,0.06600050300005478,0.15539607999994587,12.375
185,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the early 1980s, rapidly rising oil revenues enabled the government to finance large-scale development projects with GDP growth averaging 5% annually, one of the highest rates in Africa. The government has mortgaged a substantial portion of its petroleum earnings, contributing to a shortage of revenues. January 12, 1994 devaluation of Franc Zone currencies by 50% resulted in inflation of 46% in 1994, but inflation has subsided since.
Question: What did income from petroleum allow the government to fund in the early '80s?
Answer:",148, large-scale development projects,4,large-scale development projects,large-scale development projects,1,1.0,1.7028640201848115,0.024974123999982112,0.06608579100003453,0.28931728800012024,18.5
186,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Bahrain's prime minister, Sheikh Khalifah bin Sulman Al Khalifah has been in the post since 1970, making him the longest serving non-elected prime minister.
Question: What country does Khalifah serve for as prime minister?
Answer:",84, Bahrain,1,Bahrain,Bahrain,1,1.0,1.6287429574718446,0.020417265000105544,0.06639631300004112,0.08681357800014666,10.5
187,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The latter in effect allows the government to appeal the opposition of parliament to the electorate. However, in many jurisdictions a head of state may refuse a parliamentary dissolution, requiring the resignation of the prime minister and his or her government. In most modern parliamentary systems, the prime minister is the person who decides when to request a parliamentary dissolution.
Question: In contemporary parliamentary governments, which official is usually in charge of asking parliament to dissolve?
Answer:",119, the person who decides when to request a parliamentary dissolution,10,prime minister,the person who decides when to request a parliamentary dissolution,0,0.0,1.338401828583862,0.023698534000004656,0.06581932849999247,0.6818918189999295,14.875
188,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the UK, where devolved government is in place, the leaders of the Scottish, Northern Irish and Welsh Governments are styled First Minister. In India, The Prime Minister is referred to as ""Pradhan Mantri"", meaning ""prime minister"". In Pakistan, the prime minister is referred to as ""Wazir-e-Azam"", meaning ""Grand Vizier"".
Question: What is the term for prime minister in Pakistan?
Answer:",122, Wazir-e-Azam,7,Wazir-e-Azam,Wazir-e-Azam,1,1.0,1.149487677955201,0.023711113999979716,0.06574112199999556,0.4838989679999486,15.25
189,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The English term polytechnic appeared in the early 19th century, from the French École Polytechnique, an engineering school founded in 1794 in Paris. The French term comes from the Greek πολύ (polú or polý) meaning ""many"" and τεχνικός (tekhnikós) meaning ""arts"".
Question: What language does the French word polytechnique come from?
Answer:",116, Greek,1,Greek,Greek,1,1.0,1.5747387308619958,0.023713463999911255,0.06623559400009071,0.08994905800000197,14.5
190,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In countries like Iran, Finland, Malaysia, Portugal, Singapore or the United Kingdom, there is often a significant and confused distinction between polytechnics and universities. In the UK a binary system of higher education emerged consisting of universities (research orientation) and Polytechnics (engineering and applied science and professional practice orientation). Polytechnics offered university equivalent degrees from bachelor's, master's and PhD that were validated and governed at the national level by the independent UK Council for National Academic Awards. In 1992 UK Polytechnics were designated as universities which meant they could award their own degrees. The CNAA was disbanded. The UK's first polytechnic, the Royal Polytechnic Institution (now the University of Westminster) was founded in 1838 in Regent Street, London. In Ireland the term institute of technology is the more favored synonym of a regional technical college though the latter is the legally correct term; however, Dublin Institute of Technology is a university in all but name as it can confer degrees in accordance with law, Cork Institute of Technology and another of other Institutes of Technology have delegated authority from HETAC to make awards to and including master's degree level—Level 9 of the National Framework for Qualifications (NFQ)—for all areas of study and Doctorate level in a number of others.
Question: In what year were polytechnics in the UK given the university designation?
Answer:",317, 1992,3,1992,1992,1,1.0,1.281775053924353,0.03465353199999299,0.06522904999997081,0.23034068199990543,39.625
191,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: During the 1970s to early 1990s, the term was used to describe state owned and funded technical schools that offered both vocational and higher education. They were part of the College of Advanced Education system. In the 1990s most of these merged with existing universities, or formed new ones of their own. These new universities often took the title University of Technology, for marketing rather than legal purposes. AVCC report The most prominent such university in each state founded the Australian Technology Network a few years later.
Question: What name did some universities switch to in the 1990s for marketing purposes?
Answer:",158, University of Technology,3,University of Technology,University of Technology,1,1.0,1.5457501692880942,0.02496464399996512,0.06579692333336122,0.22235541400004877,19.75
192,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: The only technical university in Mauritius is the University of Technology, Mauritius with its main campus situated in La Tour Koenig, Pointe aux Sables. It has a specialized mission with a technology focus. It applies traditional and beyond traditional approaches to teaching, training, research and consultancy. The university has been founded with the aim to play a key role in the economic and social development of Mauritius through the development of programmes of direct relevance to the country’s needs, for example in areas like technology, sustainable development science, and public sector policy and management.
Question: What's the name of Mauritius's sole technical university?
Answer:",161, University of Mauritius,4,"University of Technology, Mauritius",University of Mauritius,0,0.8571428571428571,1.3074229372052282,0.025347583999973722,0.06581812075000926,0.28862006700001075,20.125
193,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Schools called ""technical institute"" or ""technical school"" that were formed in the early 20th century provided further education between high school and University or Polytechnic. Most technical institutes have been merged into regional colleges and some have been designated university colleges if they are associated with a local university.
Question: If a technical institute is affiliated with a local university, what does its designation become?
Answer:",112, university college,2,university colleges,university college,0,0.5,1.6656951070744552,0.0235278139998627,0.06582439350006553,0.15517660099999375,14.0
194,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In October 2013, the company announced the ""Save a Page"" feature which allows any Internet user to archive the contents of a URL. This became a threat of abuse by the service for hosting malicious binaries.
Question: When was Save a Page made available?
Answer:",87, In 2016,4,October 2013,In 2016,0,0.0,3.4197645122806932,0.020434275000070556,0.06600693075000663,0.2844619980000971,10.875
195,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In 1582 the United Provinces invited Francis, Duke of Anjou to lead them; but after a failed attempt to take Antwerp in 1583, the duke left the Netherlands again. After the assassination of William of Orange (10 July 1584), both Henry III of France and Elizabeth I of England declined the offer of sovereignty. However, the latter agreed to turn the United Provinces into a protectorate of England (Treaty of Nonsuch, 1585), and sent the Earl of Leicester as governor-general. This was unsuccessful and in 1588 the provinces became a confederacy. The Union of Utrecht is regarded as the foundation of the Republic of the Seven United Provinces, which was not recognized by the Spanish Empire until the Peace of Westphalia in 1648.
Question: In what year did Francis, Duke of Anjou leave the Netherlands?
Answer:",218, 1583,3,1583,1583,1,1.0,1.4684182646579753,0.02614037299986194,0.06565271033340044,0.22309850400006326,27.25
196,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: In the Union of Utrecht of 20 January 1579, Holland and Zeeland were granted the right to accept only one religion (in practice, Calvinism). Every other province had the freedom to regulate the religious question as it wished, although the Union stated every person should be free in the choice of personal religion and that no person should be prosecuted based on religious choice. William of Orange had been a strong supporter of public and personal freedom of religion and hoped to unite Protestants and Catholics in the new union, and, for him, the Union was a defeat. In practice, Catholic services in all provinces were quickly forbidden, and the Reformed Church became the ""public"" or ""privileged"" church in the Republic.
Question: What did the Union state that every person should be free to choose?
Answer:",196, no religion,2,personal religion,no religion,0,0.5,6.405233482952691,0.02609771299989916,0.06582901850003964,0.15775574999997843,24.5
197,"Answer the question based on the passage below. Respond with a short phrase copied directly from the passage that answers the question, and nothing else.

Passage: Commensalism describes a relationship between two living organisms where one benefits and the other is not significantly harmed or helped. It is derived from the English word commensal used of human social interaction. The word derives from the medieval Latin word, formed from com- and mensa, meaning ""sharing a table"".
Question: What type of symbiotic relationship helps one organism and doesn't have a major affect on the other?
Answer:",119, Commensalism,4,Commensalism,Commensalism,1,1.0,1.4784817840096265,0.023703284000021085,0.0654467660000364,0.2854903480001667,14.875
